code,name,market
9835,ジュンテンドー,standard
9837,モリト,prime
9842,アークランズ,prime
9843,ニトリホールディングス,prime
9845,パーカーコーポレーション,standard
9846,天満屋ストア,standard
9849,共同紙販ホールディングス,standard
9850,グルメ杵屋,prime
9853,銀座ルノアール,standard
9854,愛眼,standard
9856,ケーユーホールディングス,standard
9857,英和,standard
9861,吉野家ホールディングス,prime
9867,ソレキア,standard
9869,加藤産業,prime
9872,北恵,standard
9876,コックス,standard
9878,セキド,standard
9880,イノテック,prime
9882,イエローハット,prime
9885,シャルレ,standard
9887,松屋フーズホールディングス,prime
9888,ＵＥＸ,standard
9889,ＪＢＣＣホールディングス,prime
9890,マキヤ,standard
9895,コンセック,standard
9896,ＪＫホールディングス,standard
9900,サガミホールディングス,prime
9902,日伝,prime
9903,カンセキ,standard
9904,ベリテ,standard
9906,藤井産業,standard
9908,日本電計,standard
9913,日邦産業,standard
9914,植松商会,standard
9927,ワットマン,standard
9928,ミロク情報サービス,prime
9929,平和紙業,standard
9930,北沢産業,standard
9932,杉本商事,prime
9934,因幡電機産業,prime
9936,王将フードサービス,prime
9941,太洋物産,standard
9946,ミニストップ,prime
9948,アークス,prime
9950,ハチバン,standard
9955,ヨンキュウ,standard
9956,バローホールディングス,prime
9959,アシードホールディングス,standard
9960,東テク,prime
9962,ミスミグループ本社,prime
9969,ショクブン,standard
9972,アルテック,standard
9973,ＫＯＺＯホールディングス,standard
9974,ベルク,prime
9976,セキチュー,standard
9978,文教堂グループホールディングス,standard
9979,大庄,standard
9980,ＭＲＫホールディングス,standard
9982,タキヒヨー,standard
9983,ファーストリテイリング,prime
9984,ソフトバンクグループ,prime
9986,蔵王産業,standard
9987,スズケン,prime
9989,サンドラッグ,prime
9990,サックスバー　ホールディングス,prime
9991,ジェコス,prime
9993,ヤマザワ,standard
9994,やまや,standard
9996,サトー商会,standard
9997,ベルーナ,prime
